Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
514,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42040170503,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,38.39,94.35,160.00,160.00,160.00,77.00,160.00,,,
515,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42045170553,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,31.19,54.30,160.00,160.00,160.00,77.00,160.00,,,
516,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42050170503,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,19.43,88.30,140.00,140.00,140.00,68.00,140.00,,,
517,A4 Capital Expenditure,2 Public Works and Civic Amenities,Purchase equipment & machinery for other work,A42001474710,हॉटमिक्स प्लॅट करीता मशीन व यंत्रसामुग्री खरेदी,HOTMIX,,19.70,0.00,0.00,350.00,100.00,100.00,250.00,300.00,,,
518,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001470511,राष्ट्रसंत तुकडोजी महाराज रसते विकास कार्यøम (सिमेंट कॉक्रीटचे रस्ते निर्माण),HOTMIX,,330.45,862.62,811.96,4000.00,300.00,3000.00,3000.00,4000.00,,,
519,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001374612,ना.सु.प्र. तर्फे हस्तांतरीत 572 व 1900 अभिन्यासातील कामे,P.W.D.,,66.30,72.24,359.95,3000.00,500.00,1400.00,200.00,2500.00,,,
520,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001470513,"ाहरातील नविन रस्ते निर्माण (खडीकरण, डांबरीकरण व विस्तारीकरणल्",P.W.D.,,0.00,0.00,0.00,300.00,150.00,300.00,50.00,400.00,,,
521,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001470514,एकात्मिक रस्ते सूधारणा प्रकल्प (आय.आर.आय.पी.) निर्माणाकरीता (सिमेंट कॉक्रीटचे रस्ते निर्माण) मनपा चे अशंदान रु. 100 कोटी राज्यशासनाचे अनुदान रु. 100 कोटी प्राप्त ना.सु.प्र. चे अंशदान रु. 100 कोटी,P.W.D.,,0.00,0.00,0.00,30000.00,10050.00,10050.00,13400.00,22500.00,,,
522,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001474614,स्व. एकनाथराव जौग स्मृति नवीन बॅचमिक्स प्लांटचे निर्माण व नविन यंत्रसामुग्री खदे,HOTMIX,,9.06,0.00,0.00,210.00,150.00,150.00,150.00,400.00,,,
523,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001374615,संरक्षक भिंत (रिटेनिंग वॉल),P.W.D.,,12.98,115.77,60.57,200.00,25.00,100.00,25.00,200.00,,,
524,A4 Capital Expenditure,2 Public Works and Civic Amenities,Bridges & Fly over ,A42101370616,नविन पुलांचे निर्माण ,P.W.D.,,184.24,401.97,275.55,1500.00,200.00,1000.00,200.00,1000.00,,,
525,A4 Capital Expenditure,2 Public Works and Civic Amenities,Bridges & Fly over ,A42101570617,फुट ओव्हर ब्रिज बांधणे,TRAFFIC DEPT.,,0.00,0.26,0.00,2.00,2.00,2.00,2.00,2.00,,,
526,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770718,रस्त्यावरील प्रकाश व्यवस्थेत सुधारणा,P.W.D. ELECTRICAL,,127.81,289.28,233.22,800.00,200.00,800.00,200.00,800.00,,,
527,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770719,नागपूर शहरातसील प्रमुख रस्त्यावरील प्रकाश व्यवस्थेत सुधारणा व प्रमुख रस्त्यावर हायमास्ट लावणे,P.W.D. ELECTRICAL,,84.95,115.22,272.15,500.00,150.00,450.00,150.00,500.00,,,
528,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770720,मनपा इमारतीकरीता दिव्यांच्या देखभालीसाठी सामन खरेदी,P.W.D. ELECTRICAL,,6.43,5.72,5.77,25.00,10.00,10.00,10.00,10.00,,,
529,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770721,कुलर्स व विद्युत सामुग्री खरेदी,P.W.D. ELECTRICAL,,2.47,0.74,0.79,10.00,2.00,2.00,2.00,2.00,,,
530,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770722,म.रा.वि.मं.व म.नपाच्या विद्युत खांबावर एल.ई.डी. दिवे लावण्याकरीता िॅफडबूक देणारे कंट्रोलर लावणे,P.W.D. ELECTRICAL,,80.31,82.86,93.93,500.00,50.00,50.00,50.00,500.00,,,
531,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42305170754,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,8.00,5.81,50.00,5.00,5.00,5.00,50.00,,,
532,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42310170704,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,6.00,19.64,50.00,5.00,5.00,5.00,50.00,,,
533,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42315170754,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,7.90,4.45,50.00,5.00,5.00,5.00,50.00,,,
534,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42320170704,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,6.90,5.21,50.00,5.00,5.00,5.00,50.00,,,
535,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42325170754,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,8.87,2.86,50.00,5.00,5.00,5.00,50.00,,,
536,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42330170704,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,6.25,2.04,50.00,5.00,5.00,5.00,50.00,,,
537,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42335170754,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,6.85,0.38,50.00,5.00,5.00,5.00,50.00,,,
538,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42340170704,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,7.05,14.77,50.00,5.00,5.00,5.00,50.00,,,
539,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42345170754,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,9.95,25.89,50.00,5.00,5.00,5.00,50.00,,,
540,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42350170704,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,15.09,12.79,50.00,5.00,5.00,5.00,50.00,,,
541,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770723,वाहतुकीस अडथळा असणारे विद्यूत खांब हटविणे व पर्यायी व्यवस्था करणे (1) ओव्हर हेड लाईन काढण्यासाठी रु. 500 लक्ष राखीव (2) अंतर्गत रस्त्यावरील वाहतुकीस अडथळा असणारे विद्यूत खांब हटविण्याकरीता रु. 100 लक्ष राखीव ,P.W.D. ELECTRICAL,,1744.97,1434.71,156.71,5000.00,200.00,200.00,200.00,2500.00,,,
542,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770724,नविन वीज कनेक्शन करिता,P.W.D. ELECTRICAL,,1.86,2.69,2.58,10.00,5.00,5.00,5.00,10.00,,,
543,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770725,उर्जा बचतीकरीता उपाय योजना व सौर उर्जेवर चालणारी संयंत्रे बसविणे (मॉडेल सोलर सिटी करीता),P.W.D. ELECTRICAL,,0.00,0.24,400.64,250.00,25.00,25.00,25.00,150.00,,,
544,A4 Capital Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A42401370826,पावसाळी नाले निर्माण व विस्तार,P.W.D.,,54.88,82.64,230.27,700.00,125.00,310.00,75.00,700.00,,,
545,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501570927,एकात्मिक जंक्शन विकास प्रकल्प,TRAFFIC DEPT.,,32.11,30.23,62.31,75.00,10.00,10.00,10.00,75.00,,,
546,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501770928,"नविन वाहतुक नियंत्रक उभारणे, बि्ंकर्स लावणे व सुधारणा करणे",P.W.D. ELECTRICAL,,40.88,47.26,52.40,150.00,10.00,10.00,10.00,150.00,,,
547,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501570929,निर्देशक फलक उभारणे  (साईनेज सिस्टीम) नागपूरातील थोर व ऐतिहासिक वास्तु/व्यक्तीच्या विविध स्िावर स्मृती निर्देशक फलक लावण्यासाठी रु. 15 लक्ष राखीव,TRAFFIC DEPT.,,3.74,6.39,42.14,50.00,25.00,25.00,25.00,50.00,,,
548,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501770930,स्व. हेमंत करकरे स्मृती शहर संनिरीक्षण प्रणाली निर्माण करणे,P.W.D. ELECTRICAL,,0.00,0.00,0.00,25.00,1.00,1.00,1.00,10.00,,,
549,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371031,वायरलेस सेट खरदे,FIRE DEPT.,,0.00,0.00,0.48,10.00,10.00,10.00,5.00,5.00,,,
550,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371332,अग्निशामक केंद्राचे निर्माण,FIRE DEPT.,,0.00,0.00,0.00,200.00,2.00,2.00,2.00,200.00,,,
551,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371033,अग्नी शमन सामुग्री खरदी,FIRE DEPT.,,47.61,90.67,100.93,200.00,25.00,25.00,25.00,300.00,,,
552,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371034,उंच शमन सामुग्री खरेदी,FIRE DEPT.,,0.00,0.00,0.00,800.00,300.00,500.00,300.00,900.00,,,
553,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371335,शहीद प्रभु कुहीकर आणि शहीद रमेश ठाकरे यांच्या स्मृति प्रित्यर्थ आपदाप्रबंधन प्रशिक्षण/नागरी सुरक्षा प्रशिक्षण आणि हग्निशामन प्रर्शिक्षण केंद्र निर्माण,FIRE DEPT.,,0.00,0.66,0.00,85.00,1.00,1.00,1.00,150.00,,,
554,A4 Capital Expenditure,2 Public Works and Civic Amenities,City Transport/vehicle pool and workshop,A42701571036,टॅक्सी कॅबव्दारे शहर परीवहन योजना तसेच ई रिक्षा योजना,TRAFFIC DEPT.,,0.00,1.77,0.00,175.00,0.00,0.00,0.00,100.00,,,
555,A4 Capital Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A42800771237,मछली मार्केट व मनपाच्या जागेवर इतर नवीन भाजी मार्केट निर्माण व र्विस्तार,MARKET DEPT.,,13.78,166.30,21.81,500.00,50.00,50.00,25.00,450.00,,,
